#
#
"# US Geological Survey, Water Resources Data"
# retrieved: 2014-02-06 16:21:33 EST      (nadww01)
#
# This file contains USGS Surface-Water Daily Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
"# For more details on why the statistics may not match, visit http://nwis.waterdata.usgs.gov/nwis/?dv_statistics_disclaimer."
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd  agency code
# site_no    USGS site number
#
#
# Sites in this file include:
# USGS 11458000 NAPA R NR NAPA CA
# 
# Explanation of Parameter Code and dd_nu used in the Statistics Data 
# parameter_cd  Parameter Name                                  dd_nu   Location Name
"# 00060         Discharge, cubic feet per second                2       "
"# 80154         Suspended sediment concentration, milligrams per liter          4       "
"# 80155         Suspended sediment discharge, tons per day              5       "
#
# Data heading explanations.
# begin_yr_dt ... First complete year of data of daily mean values for this day.
# end_yr_dt   ... Last complete year of data of daily mean values for this day.
# max_va      ... Maximum of daily mean values for this day.
# min_va      ... Minimum of daily mean values for this day.
# mean_va     ... Mean of daily mean values for this day.
# p05_va      ... 05 percentile of daily mean values for this day.
# p10_va      ... 10 percentile of daily mean values for this day.
# p20_va      ... 20 percentile of daily mean values for this day.
# p25_va      ... 25 percentile of daily mean values for this day.
# p50_va      ... 50 percentile (median) of daily mean values for this day.
# p75_va      ... 75 percentile of daily mean values for this day.
# p80_va      ... 80 percentile of daily mean values for this day.
# p90_va      ... 90 percentile of daily mean values for this day.
# p95_va      ... 95 percentile of daily mean values for this day.
#
#
agency_cd       site_no parameter_cd    dd_nu   month_nu        day_nu  begin_yr        end_yr  count_nu        max_va_yr       max_va  min_va_yr       min_va  mean_va p05_va  p10_va  p20_va  p25_va  p50_va  p75_va  p80_va  p90_va  p95_va
5s      15s     5s      11n     3n      3n      6n      6n      8n      5n      12s     5n      12s     12s     12s     12s     12s     12s     12s     12s     12s     12s     12s
USGS    11458000        00060   2       9       13      1960    2013    54      1975    8.3     1960    0.00    1.7     0.00    0.00    0.00    0.00    1.1     3.0     3.3     4.7     6.1
USGS    11458000        00060   2       9       14      1960    2013    54      1975    8.3     1960    0.00    1.7     0.00    0.00    0.00    0.00    0.96    2.8     3.3     4.8     6.2
USGS    11458000        00060   2       9       15      1960    2013    54      1975    7.7     1960    0.00    1.7     0.00    0.00    0.00    0.00    0.78    2.7     3.0     4.6     6.8
USGS    11458000        00060   2       9       16      1960    2013    54      1975    8.3     1960    0.00    1.7     0.00    0.00    0.00    0.00    0.86    2.7     3.1     4.5     7.5
USGS    11458000        00060   2       9       17      1960    2013    54      1974    9.5     1960    0.00    1.8     0.00    0.00    0.00    0.00    0.98    2.7     3.0     4.6     7.9
USGS    11458000        00060   2       9       18      1960    2013    54      1974    11      1960    0.00    1.8     0.00    0.00    0.00    0.00    0.98    2.7     3.0     5.4     9.7
USGS    11458000        00060   2       9       19      1960    2013    54      1974    10      1960    0.00    1.9     0.00    0.00    0.00    0.00    1.0     2.7     3.0     5.8     9.6
USGS    11458000        00060   2       9       20      1960    2013    54      1975    10      1960    0.00    1.8     0.00    0.00    0.00    0.00    1.1     2.4     2.8     6.3     9.1
USGS    11458000        00060   2       9       21      1960    2013    54      1974    8.4     1960    0.00    1.8     0.00    0.00    0.00    0.00    0.84    2.7     3.5     5.7     7.9
USGS    11458000        00060   2       9       22      1960    2013    54      1982    7.9     1960    0.00    1.7     0.00    0.00    0.00    0.00    0.93    2.5     3.4     5.1     7.0
USGS    11458000        00060   2       9       23      1960    2013    54      1982    7.9     1960    0.00    1.6     0.00    0.00    0.00    0.00    0.96    2.5     3.2     4.4     6.9
USGS    11458000        00060   2       9       24      1960    2013    54      1982    9.4     1960    0.00    1.6     0.00    0.00    0.00    0.00    0.89    2.0     2.7     4.8     6.6
USGS    11458000        00060   2       9       25      1960    2013    54      1982    29      1960    0.00    2.0     0.00    0.00    0.00    0.00    1.1     2.3     3.0     4.8     7.0
USGS    11458000        00060   2       9       26      1960    2013    54      1982    45      1960    0.00    2.4     0.00    0.00    0.00    0.00    0.91    2.4     3.2     5.5     7.6
USGS    11458000        00060   2       9       27      1960    2013    54      1982    43      1960    0.00    2.3     0.00    0.00    0.00    0.00    0.76    2.9     3.0     4.6     8.5
USGS    11458000        00060   2       9       28      1960    2013    54      1982    13      1960    0.00    1.8     0.00    0.00    0.00    0.00    0.72    2.8     3.3     5.3     9.2
USGS    11458000        00060   2       9       29      1960    2013    54      1982    11      1960    0.00    1.7     0.00    0.00    0.00    0.00    0.64    3.0     3.1     4.4     8.3
USGS    11458000        00060   2       9       30      1960    2013    54      1983    16      1960    0.00    1.7     0.00    0.00    0.00    0.00    0.64    2.4     2.9     4.4     8.3
USGS    11458000        00060   2       10      1       1960    2013    54      1984    12      1961    0.00    1.6     0.00    0.00    0.00    0.00    0.59    2.3     3.1     5.3     7.0
USGS    11458000        00060   2       10      2       1960    2013    54      1984    12      1961    0.00    1.6     0.00    0.00    0.00    0.01    0.66    2.3     3.0     4.7     7.1
USGS    11458000        00060   2       10      3       1960    2013    54      1984    12      1961    0.00    1.7     0.00    0.00    0.00    0.01    0.80    2.3     3.1     5.0     6.7
USGS    11458000        00060   2       10      4       1960    2013    54      1984    10      1961    0.00    1.6     0.00    0.00    0.00    0.01    0.90    2.3     2.9     4.4     6.6
USGS    11458000        00060   2       10      5       1960    2013    54      1984    9.6     1961    0.00    1.6     0.00    0.00    0.00    0.00    0.86    2.3     3.1     4.5     6.4
USGS    11458000        00060   2       10      6       1960    2013    54      2012    12      1961    0.00    1.8     0.00    0.00    0.00    0.00    1.0     2.7     3.1     4.8     7.4
USGS    11458000        00060   2       10      7       1960    2013    54      1984    9.8     1961    0.00    1.7     0.00    0.00    0.00    0.00    0.96    2.6     3.1     4.7     6.9
USGS    11458000        00060   2       10      8       1960    2013    54      1984    10      1961    0.00    1.7     0.00    0.00    0.00    0.00    1.1     2.4     3.1     4.8     6.3
USGS    11458000        00060   2       10      9       1960    2013    54      1984    11      1961    0.00    1.7     0.00    0.00    0.00    0.00    1.0     2.6     3.2     4.8     5.7
USGS    11458000        00060   2       10      10      1960    2013    54      1976    24      1961    0.00    2.1     0.00    0.00    0.00    0.00    0.95    2.5     3.4     4.6     7.5
USGS    11458000        00060   2       10      11      1960    2013    54      1976    19      1961    0.00    2.3     0.00    0.00    0.00    0.01    1.2     2.7     3.6     5.4     13
USGS    11458000        00060   2       10      12      1960    2013    54      1963    2140    1961    0.00    42      0.00    0.00    0.00    0.01    1.1     3.8     4.3     10      15
USGS    11458000        00060   2       10      13      1960    2013    54      1963    4470    1961    0.00    87      0.00    0.00    0.00    0.05    1.7     3.9     4.6     12      31
USGS    11458000        00060   2       10      14      1960    2013    54      1963    2050    1961    0.00    41      0.00    0.00    0.00    0.18    1.6     4.2     4.6     9.9     15
USGS    11458000        00060   2       10      15      1960    2013    54      1963    588     1961    0.00    14      0.00    0.00    0.00    0.20    1.5     4.1     4.6     9.8     14
USGS    11458000        00060   2       10      16      1960    2013    54      1963    243     1961    0.00    7.7     0.00    0.00    0.00    0.19    1.5     3.8     5.2     12      20
USGS    11458000        00060   2       10      17      1960    2013    54      1963    140     1961    0.00    6.2     0.00    0.00    0.01    0.20    1.3     3.5     4.1     12      32
USGS    11458000        00060   2       10      18      1960    2013    54      1963    112     1961    0.00    4.6     0.00    0.00    0.01    0.17    1.4     3.4     4.5     10      14
USGS    11458000        00060   2       10      19      1960    2013    54      1963    93      1961    0.00    4.1     0.00    0.00    0.05    0.16    1.4     3.9     5.2     7.6     9.8
USGS    11458000        00060   2       10      20      1960    2013    54      1963    76      1961    0.00    3.8     0.00    0.00    0.03    0.24    1.4     4.1     4.7     7.2     9.7
USGS    11458000        00060   2       10      21      1960    2013    54      1963    69      1961    0.00    3.5     0.00    0.00    0.00    0.11    1.3     3.6     4.8     7.2     8.3
USGS    11458000        00060   2       10      22      1960    2013    54      1963    61      1961    0.00    3.6     0.00    0.00    0.00    0.14    1.9     4.7     5.2     7.3     8.7
USGS    11458000        00060   2       10      23      1960    2013    54      1963    56      1961    0.00    3.7     0.00    0.00    0.00    0.09    2.0     4.8     5.4     7.9     8.9
USGS    11458000        00060   2       10      24      1960    2013    54      1990    87      1961    0.00    6.2     0.00    0.00    0.00    0.17    2.0     5.6     6.0     9.1     55
USGS    11458000        00060   2       10      25      1960    2013    54      2011    207     1961    0.00    10      0.00    0.00    0.00    0.00    1.8     5.5     6.2     12      76
USGS    11458000        00060   2       10      26      1960    2013    54      1980    99      1961    0.00    8.4     0.00    0.00    0.00    0.08    2.3     6.0     6.8     23      61
USGS    11458000        00060   2       10      27      1960    2013    54      1963    46      1961    0.00    4.9     0.00    0.00    0.00    0.18    2.2     5.6     6.7     15      24
USGS    11458000        00060   2       10      28      1960    2013    54      1982    84      1961    0.00    5.8     0.00    0.00    0.00    0.40    2.3     5.1     6.7     14      26
USGS    11458000        00060   2       10      29      1960    2013    54      1963    43      1961    0.00    5.9     0.00    0.00    0.10    0.55    2.6     6.4     7.7     17      31
USGS    11458000        00060   2       10      30      1960    2013    54      1963    42      1961    0.00    6.4     0.00    0.00    0.30    0.64    2.9     6.5     7.4     21      34
USGS    11458000        00060   2       10      31      1960    2013    54      1963    43      1961    0.00    5.9     0.00    0.00    0.27    0.45    2.6     6.2     7.8     17      34
USGS    11458000        00060   2       11      1       1960    2013    54      1963    44      1961    0.00    5.3     0.00    0.00    0.16    0.40    2.5     6.2     8.4     14      24
USGS    11458000        00060   2       11      2       1960    2013    54      1963    42      1961    0.00    5.3     0.00    0.00    0.14    0.70    2.4     6.7     7.7     13      26
USGS    11458000        00060   2       11      3       1960    2013    54      1963    41      1961    0.00    5.5     0.00    0.00    0.12    0.57    2.7     6.4     7.7     15      29
USGS    11458000        00060   2       11      4       1960    2013    54      1980    44      1961    0.00    6.3     0.00    0.00    0.30    0.74    3.0     6.7     8.5     16      38
USGS    11458000        00060   2       11      5       1960    2013    54      1964    87      1961    0.00    7.0     0.00    0.00    0.36    0.85    3.3     7.9     9.3     14      33
USGS    11458000        00060   2       11      6       1960    2013    54      1974    154     1961    0.00    12      0.00    0.00    0.20    0.56    3.1     7.1     9.6     24      116
USGS    11458000        00060   2       11      7       1960    2013    54      1974    563     1961    0.00    19      0.00    0.00    0.28    0.81    3.4     8.4     12      20      71
USGS    11458000        00060   2       11      8       1960    2013    54      1974    256     1961    0.00    12      0.00    0.00    0.32    0.85    5.1     9.3     11      29      38
USGS    11458000        00060   2       11      9       1960    2013    54      1974    118     1961    0.00    13      0.00    0.00    0.65    1.1     5.5     13      15      29      100
USGS    11458000        00060   2       11      10      1960    2013    54      1984    1300    1961    0.00    57      0.00    0.00    0.65    0.99    5.4     12      14      33      613
USGS    11458000        00060   2       11      11      1960    2013    54      1974    1580    1961    0.00    58      0.00    0.00    0.87    1.1     5.7     10      13      51      388
USGS    11458000        00060   2       11      12      1960    2013    54      1974    2450    1961    0.00    66      0.00    0.01    0.98    1.7     5.6     13      15      69      255
USGS    11458000        00060   2       11      13      1960    2013    54      1974    1110    1962    0.00    61      0.00    0.13    1.3     2.6     5.7     11      15      200     539
USGS    11458000        00060   2       11      14      1960    2013    54      1974    1220    1962    0.00    86      0.00    0.17    1.5     2.7     5.8     10      13      141     1200
USGS    11458000        00060   2       11      15      1960    2013    54      1984    668     1962    0.00    52      0.00    0.18    1.6     2.8     5.7     11      12      165     524
USGS    11458000        00060   2       11      16      1960    2013    54      1974    2370    1962    0.00    104     0.00    0.21    1.4     2.7     5.8     16      28      194     850
USGS    11458000        00060   2       11      17      1960    2013    54      1984    2090    1962    0.00    129     0.00    0.22    2.2     2.7     5.5     23      46      182     1790
USGS    11458000        00060   2       11      18      1960    2013    54      1974    1430    1962    0.00    85      0.00    0.70    2.3     3.1     6.2     21      42      195     775
USGS    11458000        00060   2       11      19      1960    2013    54      1974    710     1962    0.00    52      0.00    0.68    2.6     3.0     6.4     23      59      144     363
USGS    11458000        00060   2       11      20      1960    2013    54      1967    1250    1962    0.00    68      0.00    0.72    2.5     3.0     6.7     22      58      119     548
USGS    11458000        00060   2       11      21      1960    2013    54      1982    3800    1962    0.00    129     0.03    1.1     2.9     3.2     7.2     34      73      270     635
USGS    11458000        00060   2       11      22      1960    2013    54      1978    1500    1962    0.00    91      0.02    1.5     2.9     3.6     8.1     39      61      194     744
USGS    11458000        00060   2       11      23      1960    2013    54      1982    1700    2009    0.00    82      0.70    1.4     2.7     3.6     7.8     49      67      271     414
USGS    11458000        00060   2       11      24      1960    2013    54      1984    2040    2009    0.00    115     0.70    1.4     2.7     3.5     7.8     43      133     232     726
USGS    11458000        00060   2       11      25      1960    2013    54      1984    1150    2009    0.00    65      0.70    1.4     3.2     3.6     9.3     39      64      197     334
USGS    11458000        00060   2       11      26      1960    2013    54      1984    587     2008    0.01    49      0.70    1.4     3.0     4.1     10      35      58      118     299
USGS    11458000        00060   2       11      27      1960    2013    54      1982    690     2008    0.01    58      0.91    1.4     3.2     4.7     10      35      53      179     442
USGS    11458000        00060   2       11      28      1960    2013    54      1971    3250    2008    0.00    125     0.83    1.4     3.2     4.1     12      33      43      231     684
USGS    11458000        00060   2       11      29      1960    2013    54      1983    1930    2008    0.00    120     0.48    1.4     2.9     4.5     12      41      59      288     1060
USGS    11458000        00060   2       11      30      1960    2013    54      2013    3850    2009    0.01    195     0.40    1.2     3.3     5.1     12      57      143     378     1290
USGS    11458000        00060   2       12      1       1960    2013    54      2002    2310    2009    0.00    209     0.41    1.4     4.3     5.4     14      155     196     783     1800
USGS    11458000        00060   2       12      2       1960    2013    54      2013    4750    2009    0.00    324     0.67    1.2     4.1     5.1     16      155     209     787     2600
USGS    11458000        00060   2       12      3       1960    2013    54      1971    2750    2009    0.02    239     0.27    1.3     4.7     5.7     17      155     254     837     1760
USGS    11458000        00060   2       12      4       1960    2013    54      1971    8150    2009    0.05    296     0.70    1.3     3.5     5.6     14      110     167     728     1120
USGS    11458000        00060   2       12      5       1960    2013    54      1967    4350    2009    0.06    226     0.53    1.2     4.2     5.4     13      145     225     489     1480
USGS    11458000        00060   2       12      6       1960    2013    54      1967    2020    2009    0.04    160     0.37    1.0     4.5     5.4     15      114     156     468     1150
USGS    11458000        00060   2       12      7       1960    2013    54      1967    1110    2009    0.01    134     0.54    1.6     4.1     4.9     20      162     168     488     765
USGS    11458000        00060   2       12      8       1960    2013    54      2005    2230    2009    0.00    153     0.52    1.7     4.0     4.9     22      98      145     561     787
USGS    11458000        00060   2       12      9       1960    2013    54      1984    2570    2009    0.00    171     0.83    1.5     4.8     6.0     19      126     179     615     896
USGS    11458000        00060   2       12      10      1960    2013    54      1997    2100    2009    0.06    197     1.1     1.5     5.0     6.1     21      164     275     592     1300
USGS    11458000        00060   2       12      11      1960    2013    54      1984    3430    2009    0.03    185     1.1     1.6     5.8     6.9     23      163     226     507     731
USGS    11458000        00060   2       12      12      1960    2013    54      1996    3420    2009    0.01    192     0.88    2.0     6.3     7.3     26      133     186     412     1040
USGS    11458000        00060   2       12      13      1960    2013    54      1984    1210    2009    0.00    131     0.78    2.2     7.1     7.8     30      135     161     370     770
USGS    11458000        00060   2       12      14      1960    2013    54      2003    6120    2009    0.01    234     0.67    2.1     6.9     7.9     32      155     295     467     747
USGS    11458000        00060   2       12      15      1960    2013    54      2003    3820    2009    0.35    248     0.66    2.6     7.2     8.0     27      266     304     485     1640
USGS    11458000        00060   2       12      16      1960    2013    54      2003    12200   2009    0.53    351     0.68    2.7     7.5     8.1     31      167     230     469     810
USGS    11458000        00060   2       12      17      1960    2013    54      2003    2340    2009    0.05    204     1.1     2.8     7.3     8.5     32      186     314     547     1180
USGS    11458000        00060   2       12      18      1960    2013    54      1971    1400    2009    0.02    185     1.2     5.0     8.1     8.4     50      230     280     573     1110
USGS    11458000        00060   2       12      19      1960    2013    54      1982    9260    2009    0.04    358     0.98    4.5     7.9     8.7     46      195     273     849     1230
USGS    11458000        00060   2       12      20      1960    2013    54      1982    12900   2009    0.03    473     1.9     4.1     8.0     10      41      180     251     1030    2420
USGS    11458000        00060   2       12      21      1960    2013    54      1982    3490    2009    0.04    432     2.0     3.7     7.8     11      59      344     636     1930    2670
USGS    11458000        00060   2       12      22      1960    2013    54      1965    6120    2009    0.06    507     1.9     3.6     9.4     12      56      367     802     1580    3420
USGS    11458000        00060   2       12      23      1960    2013    54      2013    6770    1977    0.40    519     2.2     4.8     9.8     13      46      453     731     1110    3250
USGS    11458000        00060   2       12      24      1960    2013    54      2013    5930    1977    0.37    524     2.0     5.8     10      14      54      489     704     2210    3170
USGS    11458000        00060   2       12      25      1960    2013    54      1984    8860    1977    0.21    437     2.1     5.8     10      14      62      437     536     1180    1490
USGS    11458000        00060   2       12      26      1960    2013    54      1984    5100    1977    0.00    357     2.4     5.8     8.7     13      70      455     466     832     2130
USGS    11458000        00060   2       12      27      1960    2013    54      2005    3120    1977    0.00    403     2.4     5.7     8.4     13      67      458     757     1210    2620
USGS    11458000        00060   2       12      28      1960    2013    54      2006    5090    1977    0.00    446     3.2     5.5     8.9     14      78      428     711     1500    2410
USGS    11458000        00060   2       12      29      1960    2013    54      2004    5210    1977    0.00    609     3.6     5.9     10      14      71      762     1160    2230    3440
USGS    11458000        00060   2       12      30      1960    2013    54      2004    3850    1977    0.16    512     3.5     5.8     9.2     13      62      581     714     2010    2720
USGS    11458000        00060   2       12      31      1960    2013    54      2006    24100   1977    0.37    933     3.4     5.9     9.2     11      60      544     674     1720    4250
USGS    11458000        80154   4       1       1       1977    1978    2       1978    8       1977    1       5                                       5                               
USGS    11458000        80154   4       1       2       1977    1978    2       1977    14      1978    8       11                                      11                              
USGS    11458000        80154   4       1       3       1977    1978    2       1977    18      1978    12      15                                      15                              
USGS    11458000        80154   4       1       4       1977    1978    2       1978    51      1977    8       29                                      29                              
USGS    11458000        80154   4       1       5       1977    1978    2       1978    1190    1977    3       597                                     597                             
USGS    11458000        80154   4       1       6       1977    1978    2       1978    405     1977    2       203                                     203                             
USGS    11458000        80154   4       1       7       1977    1978    2       1978    114     1977    2       58                                      58                              
USGS    11458000        80154   4       1       8       1977    1978    2       1978    72      1977    2       37                                      37                              
USGS    11458000        80154   4       1       9       1977    1978    2       1978    882     1977    2       442                                     442                             
USGS    11458000        80154   4       1       10      1977    1978    2       1978    254     1977    1       128                                     128                             
USGS    11458000        80154   4       1       11      1977    1978    2       1978    75      1977    3       39                                      39                              
USGS    11458000        80154   4       1       12      1977    1978    2       1978    82      1977    13      47                                      47                              
USGS    11458000        80154   4       1       13      1977    1978    2       1978    105     1977    6       56                                      56                              
USGS    11458000        80154   4       1       14      1977    1978    2       1978    1030    1977    14      522                                     522                             
USGS    11458000        80154   4       1       15      1977    1978    2       1978    958     1977    10      484                                     484                             
USGS    11458000        80154   4       1       16      1977    1978    2       1978    1750    1977    9       879                                     879                             
USGS    11458000        80154   4       1       17      1977    1978    2       1978    1020    1977    7       513                                     513                             
USGS    11458000        80154   4       1       18      1977    1978    2       1978    451     1977    6       229                                     229                             
USGS    11458000        80154   4       1       19      1977    1978    2       1978    534     1977    10      272                                     272                             
USGS    11458000        80154   4       1       20      1977    1978    2       1978    280     1977    11      145                                     145                             
USGS    11458000        80154   4       1       21      1977    1978    2       1978    178     1977    9       94                                      94                              
USGS    11458000        80154   4       1       22      1977    1978    2       1978    135     1977    7       71                                      71                              
USGS    11458000        80154   4       1       23      1977    1978    2       1978    118     1977    6       62                                      62                              
USGS    11458000        80154   4       1       24      1977    1978    2       1978    74      1977    4       39                                      39                              
USGS    11458000        80154   4       1       25      1977    1978    2       1978    48      1977    1       24                                      24                              
USGS    11458000        80154   4       1       26      1977    1978    2       1978    34      1977    0.0     17                                      17                              
USGS    11458000        80154   4       1       27      1977    1978    2       1978    28      1977    0.0     14                                      14                              
USGS    11458000        80154   4       1       28      1977    1978    2       1978    24      1977    0.0     12                                      12                              
USGS    11458000        80154   4       1       29      1977    1978    2       1978    29      1977    0.0     14                                      14                              
USGS    11458000        80154   4       1       30      1977    1978    2       1978    20      1977    0.0     10                                      10                              
USGS    11458000        80154   4       1       31      1977    1978    2       1978    18      1977    0.0     9                                       9                               
USGS    11458000        80154   4       2       1       1977    1978    2       1978    17      1977    0.0     8                                       8                               
USGS    11458000        80154   4       2       2       1977    1978    2       1978    33      1977    0.0     17                                      17                              
USGS    11458000        80154   4       2       3       1977    1978    2       1978    27      1977    0.0     14                                      14                              
USGS    11458000        80154   4       2       4       1977    1978    2       1978    15      1977    0.0     8                                       8                               
USGS    11458000        80154   4       2       5       1977    1978    2       1978    366     1977    0.0     183                                     183                             
USGS    11458000        80154   4       2       6       1977    1978    2       1978    659     1977    0.0     330                                     330                             
USGS    11458000        80154   4       2       7       1977    1978    2       1978    790     1977    0.0     395                                     395                             
USGS    11458000        80154   4       2       8       1977    1978    2       1978    580     1977    0.0     290                                     290                             
USGS    11458000        80154   4       2       9       1977    1978    2       1978    320     1977    0.0     160                                     160                             
USGS    11458000        80154   4       2       10      1977    1978    2       1978    250     1977    0.0     125                                     125                             
USGS    11458000        80154   4       2       11      1977    1978    2       1978    125     1977    0.0     62                                      62                              
USGS    11458000        80154   4       2       12      1977    1978    2       1978    320     1977    0.0     160                                     160                             
USGS    11458000        80154   4       2       13      1977    1978    2       1978    260     1977    0.0     130                                     130                             
USGS    11458000        80154   4       2       14      1977    1978    2       1978    200     1977    0.0     100                                     100                             
USGS    11458000        80154   4       2       15      1977    1978    2       1978    160     1977    0.0     80                                      80                              
USGS    11458000        80154   4       2       16      1977    1978    2       1978    92      1977    0.0     46                                      46                              
USGS    11458000        80154   4       2       17      1977    1978    2       1978    82      1977    0.0     41                                      41                              
USGS    11458000        80154   4       2       18      1977    1978    2       1978    74      1977    0.0     37                                      37                              
USGS    11458000        80154   4       2       19      1977    1978    2       1978    68      1977    0.0     34                                      34                              
USGS    11458000        80154   4       2       20      1977    1978    2       1978    64      1977    0.0     32                                      32                              
USGS    11458000        80154   4       2       21      1977    1978    2       1978    59      1977    0.0     29                                      29                              
USGS    11458000        80154   4       2       22      1977    1978    2       1978    55      1977    3       29                                      29                              
USGS    11458000        80154   4       2       23      1977    1978    2       1978    50      1977    6       28                                      28                              
USGS    11458000        80154   4       2       24      1977    1978    2       1978    44      1977    4       24                                      24                              
USGS    11458000        80154   4       2       25      1977    1978    2       1978    39      1977    3       21                                      21                              
USGS    11458000        80154   4       2       26      1977    1978    2       1978    34      1977    3       18                                      18                              
USGS    11458000        80154   4       2       27      1977    1978    2       1978    29      1977    3       16                                      16                              
USGS    11458000        80154   4       2       28      1977    1978    2       1978    24      1977    4       14                                      14                              
USGS    11458000        80154   4       3       1       1977    1978    2       1978    21      1977    3       12                                      12                              
USGS    11458000        80154   4       3       2       1977    1978    2       1978    96      1977    1       48                                      48                              
USGS    11458000        80154   4       3       3       1977    1978    2       1978    104     1977    0.0     52                                      52                              
USGS    11458000        80154   4       3       4       1977    1978    2       1978    650     1977    0.0     325                                     325                             
USGS    11458000        80154   4       3       5       1977    1978    2       1978    426     1977    0.0     213                                     213                             
USGS    11458000        80154   4       3       6       1977    1978    2       1978    262     1977    0.0     131                                     131                             
USGS    11458000        80154   4       3       7       1977    1978    2       1978    174     1977    0.0     87                                      87                              
USGS    11458000        80154   4       3       8       1977    1978    2       1978    545     1977    0.0     273                                     273                             
USGS    11458000        80154   4       3       9       1977    1978    2       1978    448     1977    0.0     224                                     224                             
USGS    11458000        80154   4       3       10      1977    1978    2       1978    122     1977    0.0     61                                      61                              
USGS    11458000        80154   4       3       11      1977    1978    2       1978    105     1977    0.0     53                                      53                              
USGS    11458000        80154   4       3       12      1977    1978    2       1978    98      1977    0.0     49                                      49                              
USGS    11458000        80154   4       3       13      1977    1978    2       1978    78      1977    0.0     39                                      39                              
USGS    11458000        80154   4       3       14      1977    1978    2       1978    62      1977    0.0     31                                      31                              
USGS    11458000        80154   4       3       15      1977    1978    2       1978    56      1977    4       30                                      30                              
USGS    11458000        80154   4       3       16      1977    1978    2       1978    46      1977    23      34                                      34                              
USGS    11458000        80154   4       3       17      1977    1978    2       1978    39      1977    17      28                                      28                              
USGS    11458000        80154   4       3       18      1977    1978    2       1978    35      1977    7       21                                      21                              
USGS    11458000        80154   4       3       19      1977    1978    2       1978    28      1977    3       15                                      15                              
USGS    11458000        80154   4       3       20      1977    1978    2       1978    25      1977    2       14                                      14                              
USGS    11458000        80154   4       3       21      1977    1978    2       1978    22      1977    1       12                                      12                              
USGS    11458000        80154   4       3       22      1977    1978    2       1978    27      1977    2       14                                      14                              
USGS    11458000        80154   4       3       23      1977    1978    2       1978    23      1977    6       14                                      14                              
USGS    11458000        80154   4       3       24      1977    1978    2       1978    21      1977    2       12                                      12                              
USGS    11458000        80154   4       3       25      1977    1978    2       1978    21      1977    9       15                                      15                              
USGS    11458000        80154   4       3       26      1977    1978    2       1978    20      1977    12      16                                      16                              
USGS    11458000        80154   4       3       27      1977    1978    2       1978    18      1977    6       12                                      12                              
USGS    11458000        80154   4       3       28      1977    1978    2       1978    18      1977    3       10                                      10                              
USGS    11458000        80154   4       3       29      1977    1978    2       1978    14      1977    3       8                                       8                               
USGS    11458000        80154   4       3       30      1977    1978    2       1978    9       1977    5       7                                       7                               
USGS    11458000        80154   4       3       31      1977    1978    2       1978    22      1977    6       14                                      14                              
USGS    11458000        80154   4       4       1       1977    1978    2       1978    24      1977    6       15                                      15                              
USGS    11458000        80154   4       4       2       1977    1978    2       1978    17      1977    6       12                                      12                              
USGS    11458000        80154   4       4       3       1977    1978    2       1978    13      1977    3       8                                       8                               
USGS    11458000        80154   4       4       4       1977    1978    2       1978    131     1977    0.0     66                                      66                              
USGS    11458000        80154   4       4       5       1977    1978    2       1978    37      1977    0.0     18                                      18                              
USGS    11458000        80154   4       4       6       1977    1978    2       1978    128     1977    0.0     64                                      64                              
USGS    11458000        80154   4       4       7       1977    1978    2       1978    84      1977    0.0     42                                      42                              
USGS    11458000        80154   4       4       8       1977    1978    2       1978    52      1977    0.0     26                                      26                              
USGS    11458000        80154   4       4       9       1977    1978    2       1978    33      1977    0.0     17                                      17                              
USGS    11458000        80154   4       4       10      1977    1978    2       1978    26      1977    0.0     13                                      13                              
USGS    11458000        80154   4       4       11      1977    1978    2       1978    23      1977    5       14                                      14                              
USGS    11458000        80154   4       4       12      1977    1978    2       1978    16      1977    4       10                                      10                              
USGS    11458000        80154   4       4       13      1977    1978    2       1978    11      1977    5       8                                       8                               
USGS    11458000        80154   4       4       14      1977    1978    2       1978    10      1977    7       8                                       8                               
USGS    11458000        80154   4       4       15      1977    1978    2       1978    59      1977    0.0     29                                      29                              
USGS    11458000        80154   4       4       16      1977    1978    2       1978    30      1977    0.0     15                                      15                              
USGS    11458000        80154   4       4       17      1977    1978    2       1978    16      1977    0.0     8                                       8                               
USGS    11458000        80154   4       4       18      1977    1978    2       1978    12      1977    0.0     6                                       6                               
USGS    11458000        80154   4       4       19      1977    1978    2       1978    11      1977    0.0     6                                       6                               
USGS    11458000        80154   4       4       20      1977    1978    2       1978    10      1977    0.0     5                                       5                               
USGS    11458000        80154   4       4       21      1977    1978    2       1978    9       1977    0.0     5                                       5                               
USGS    11458000        80154   4       4       22      1977    1978    2       1978    8       1977    0.0     4                                       4                               
USGS    11458000        80154   4       4       23      1977    1978    2       1978    7       1977    0.0     3                                       3                               
USGS    11458000        80154   4       4       24      1977    1978    2       1978    6       1977    0.0     3                                       3                               
USGS    11458000        80154   4       4       25      1977    1978    2       1978    15      1977    0.0     8                                       8                               
USGS    11458000        80154   4       4       26      1977    1978    2       1978    14      1977    0.0     7                                       7                               
USGS    11458000        80154   4       4       27      1977    1978    2       1978    14      1977    0.0     7                                       7                               
