#
#
"# US Geological Survey, Water Resources Data"
# retrieved: 2014-02-06 16:21:33 EST      (nadww01)
#
# This file contains USGS Surface-Water Daily Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
"# For more details on why the statistics may not match, visit http://nwis.waterdata.usgs.gov/nwis/?dv_statistics_disclaimer."
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd  agency code
# site_no    USGS site number
#
#
# Sites in this file include:
# USGS 11458000 NAPA R NR NAPA CA
# 
# Explanation of Parameter Code and dd_nu used in the Statistics Data 
# parameter_cd  Parameter Name                                  dd_nu   Location Name
"# 00060         Discharge, cubic feet per second                2       "
"# 80154         Suspended sediment concentration, milligrams per liter          4       "
"# 80155         Suspended sediment discharge, tons per day              5       "
#
# Data heading explanations.
# begin_yr_dt ... First complete year of data of daily mean values for this day.
# end_yr_dt   ... Last complete year of data of daily mean values for this day.
# max_va      ... Maximum of daily mean values for this day.
# min_va      ... Minimum of daily mean values for this day.
# mean_va     ... Mean of daily mean values for this day.
# p05_va      ... 05 percentile of daily mean values for this day.
# p10_va      ... 10 percentile of daily mean values for this day.
# p20_va      ... 20 percentile of daily mean values for this day.
# p25_va      ... 25 percentile of daily mean values for this day.
# p50_va      ... 50 percentile (median) of daily mean values for this day.
# p75_va      ... 75 percentile of daily mean values for this day.
# p80_va      ... 80 percentile of daily mean values for this day.
# p90_va      ... 90 percentile of daily mean values for this day.
# p95_va      ... 95 percentile of daily mean values for this day.
#
#
agency_cd       site_no parameter_cd    dd_nu   month_nu        day_nu  begin_yr        end_yr  count_nu        max_va_yr       max_va  min_va_yr       min_va  mean_va p05_va  p10_va  p20_va  p25_va  p50_va  p75_va  p80_va  p90_va  p95_va
5s      15s     5s      11n     3n      3n      6n      6n      8n      5n      12s     5n      12s     12s     12s     12s     12s     12s     12s     12s     12s     12s     12s
USGS    11458000        80154   4       6       24      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       6       25      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       6       26      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       6       27      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       6       28      1977    1978    2       1978    6       1977    0.0     3                                       3                               
USGS    11458000        80154   4       6       29      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       6       30      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       1       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       2       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       3       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       4       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       5       1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       7       6       1977    1978    2       1978    5       1977    0.0     2                                       2                               
USGS    11458000        80154   4       7       7       1977    1978    2       1978    5       1977    0.0     2                                       2                               
USGS    11458000        80154   4       7       8       1977    1978    2       1978    5       1977    0.0     2                                       2                               
USGS    11458000        80154   4       7       9       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       10      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       11      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       12      1977    1978    2       1978    1       1977    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       7       13      1977    1978    2       1978    1       1977    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       7       14      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       15      1977    1978    2       1978    1       1977    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       7       16      1977    1978    2       1978    1       1977    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       7       17      1977    1978    2       1978    1       1977    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       7       18      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       19      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       20      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       21      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       22      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       23      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       24      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       25      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       7       26      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       7       27      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       7       28      1977    1978    2       1978    6       1977    0.0     3                                       3                               
USGS    11458000        80154   4       7       29      1977    1978    2       1978    5       1977    0.0     2                                       2                               
USGS    11458000        80154   4       7       30      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       7       31      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       1       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       2       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       3       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       4       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       5       1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       8       6       1977    1978    2       1978    5       1977    0.0     2                                       2                               
USGS    11458000        80154   4       8       7       1977    1978    2       1978    6       1977    0.0     3                                       3                               
USGS    11458000        80154   4       8       8       1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       8       9       1977    1978    2       1978    1       1977    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       8       10      1977    1978    2       1978    1       1977    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       8       11      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       12      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       13      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       8       14      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       15      1977    1978    2       1978    1       1977    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       8       16      1977    1978    2       1978    1       1977    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       8       17      1977    1978    2       1978    1       1977    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       8       18      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       19      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       20      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       21      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       8       22      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       8       23      1977    1978    2       1978    5       1977    0.0     2                                       2                               
USGS    11458000        80154   4       8       24      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       8       25      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       8       26      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       27      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       28      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       29      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       30      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       8       31      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       9       1       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       2       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       3       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       4       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       5       1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       6       1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       9       7       1977    1978    2       1978    10      1977    0.0     5                                       5                               
USGS    11458000        80154   4       9       8       1977    1978    2       1978    6       1977    0.0     3                                       3                               
USGS    11458000        80154   4       9       9       1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       9       10      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       11      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       12      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       13      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       14      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       15      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       16      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       17      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       18      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       19      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       20      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       21      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       9       22      1977    1978    2       1978    5       1977    0.0     2                                       2                               
USGS    11458000        80154   4       9       23      1977    1978    2       1978    5       1977    0.0     2                                       2                               
USGS    11458000        80154   4       9       24      1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       9       25      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       26      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       27      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       28      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       29      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       9       30      1977    1978    2       1978    2       1977    0.0     1                                       1                               
USGS    11458000        80154   4       10      1       1977    1978    2       1977    3       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      2       1977    1978    2       1977    3       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      3       1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      4       1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      5       1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      6       1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      7       1977    1978    2       1977    4       1978    0.0     2                                       2                               
USGS    11458000        80154   4       10      8       1977    1978    2       1977    3       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      9       1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      10      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       10      11      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       10      12      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       10      13      1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      14      1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      15      1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      16      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       10      17      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       10      18      1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      19      1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      20      1977    1978    2       1977    3       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      21      1977    1978    2       1977    3       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      22      1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      23      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       10      24      1977    1978    2       1978    0.0     1978    0.0     0.0                                     0.0                             
USGS    11458000        80154   4       10      25      1977    1978    2       1977    0.0     1977    0.0     0.0                                     0.0                             
USGS    11458000        80154   4       10      26      1977    1978    2       1977    0.0     1977    0.0     0.0                                     0.0                             
USGS    11458000        80154   4       10      27      1977    1978    2       1978    0.0     1978    0.0     0.0                                     0.0                             
USGS    11458000        80154   4       10      28      1977    1978    2       1977    0.0     1977    0.0     0.0                                     0.0                             
USGS    11458000        80154   4       10      29      1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      30      1977    1978    2       1977    3       1978    0.0     1                                       1                               
USGS    11458000        80154   4       10      31      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      1       1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      2       1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      3       1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      4       1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       11      5       1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       11      6       1977    1978    2       1977    3       1978    0.0     1                                       1                               
USGS    11458000        80154   4       11      7       1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      8       1977    1978    2       1978    0.0     1978    0.0     0.0                                     0.0                             
USGS    11458000        80154   4       11      9       1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      10      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      11      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      12      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      13      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      14      1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       11      15      1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       11      16      1977    1978    2       1977    2       1978    0.0     1                                       1                               
USGS    11458000        80154   4       11      17      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      18      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      19      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      20      1977    1978    2       1977    1       1978    0.0     0.5                                     0.5                             
USGS    11458000        80154   4       11      21      1977    1978    2       1978    680     1977    1       341                                     341                             
USGS    11458000        80154   4       11      22      1977    1978    2       1978    986     1977    0.0     493                                     493                             
USGS    11458000        80154   4       11      23      1977    1978    2       1978    52      1977    0.0     26                                      26                              
USGS    11458000        80154   4       11      24      1977    1978    2       1978    14      1977    1       8                                       8                               
USGS    11458000        80154   4       11      25      1977    1978    2       1978    9       1977    0.0     5                                       5                               
USGS    11458000        80154   4       11      26      1977    1978    2       1978    8       1977    1       5                                       5                               
USGS    11458000        80154   4       11      27      1977    1978    2       1978    7       1977    0.0     3                                       3                               
USGS    11458000        80154   4       11      28      1977    1978    2       1978    7       1977    0.0     3                                       3                               
USGS    11458000        80154   4       11      29      1977    1978    2       1978    6       1977    0.0     3                                       3                               
USGS    11458000        80154   4       11      30      1977    1978    2       1978    6       1977    0.0     3                                       3                               
USGS    11458000        80154   4       12      1       1977    1978    2       1978    6       1977    2       4                                       4                               
USGS    11458000        80154   4       12      2       1977    1978    2       1978    5       1977    1       3                                       3                               
USGS    11458000        80154   4       12      3       1977    1978    2       1978    8       1977    1       5                                       5                               
USGS    11458000        80154   4       12      4       1977    1978    2       1978    5       1977    2       3                                       3                               
USGS    11458000        80154   4       12      5       1977    1978    2       1978    3       1977    1       2                                       2                               
USGS    11458000        80154   4       12      6       1977    1978    2       1978    4       1977    0.0     2                                       2                               
USGS    11458000        80154   4       12      7       1977    1978    2       1978    7       1977    1       4                                       4                               
USGS    11458000        80154   4       12      8       1977    1978    2       1978    11      1977    1       6                                       6                               
USGS    11458000        80154   4       12      9       1977    1978    2       1978    10      1977    0.0     5                                       5                               
USGS    11458000        80154   4       12      10      1977    1978    2       1978    8       1977    1       5                                       5                               
USGS    11458000        80154   4       12      11      1977    1978    2       1978    7       1977    1       4                                       4                               
USGS    11458000        80154   4       12      12      1977    1978    2       1978    7       1977    1       4                                       4                               
USGS    11458000        80154   4       12      13      1977    1978    2       1978    3       1977    0.0     1                                       1                               
USGS    11458000        80154   4       12      14      1977    1978    2       1978    35      1977    1       18                                      18                              
USGS    11458000        80154   4       12      15      1977    1978    2       1978    917     1977    1       459                                     459                             
USGS    11458000        80154   4       12      16      1977    1978    2       1978    72      1977    1       36                                      36                              
USGS    11458000        80154   4       12      17      1977    1978    2       1978    99      1977    1       50                                      50                              
USGS    11458000        80154   4       12      18      1977    1978    2       1978    39      1977    1       20                                      20                              
USGS    11458000        80154   4       12      19      1977    1978    2       1978    22      1977    1       12                                      12                              
USGS    11458000        80154   4       12      20      1977    1978    2       1978    14      1977    1       8                                       8                               
USGS    11458000        80154   4       12      21      1977    1978    2       1978    10      1977    1       6                                       6                               
USGS    11458000        80154   4       12      22      1977    1978    2       1978    70      1977    1       35                                      35                              
USGS    11458000        80154   4       12      23      1977    1978    2       1978    226     1977    1       114                                     114                             
USGS    11458000        80154   4       12      24      1977    1978    2       1978    60      1977    1       30                                      30                              
USGS    11458000        80154   4       12      25      1977    1978    2       1978    27      1977    1       14                                      14                              
USGS    11458000        80154   4       12      26      1977    1978    2       1978    11      1977    0.0     6                                       6                               
USGS    11458000        80154   4       12      27      1977    1978    2       1978    13      1977    0.0     7                                       7                               
USGS    11458000        80154   4       12      28      1977    1978    2       1978    11      1977    0.0     6                                       6                               
USGS    11458000        80154   4       12      29      1977    1978    2       1978    11      1977    0.0     6                                       6                               
USGS    11458000        80154   4       12      30      1977    1978    2       1978    10      1977    5       8                                       8                               
USGS    11458000        80154   4       12      31      1977    1978    2       1978    9       1977    2       6                                       6                               
USGS    11458000        80155   5       1       1       1977    1978    2       1978    2.1     1977    0.00    1.1                                     1.1                             
USGS    11458000        80155   5       1       2       1977    1978    2       1978    2.3     1977    0.53    1.4                                     1.4                             
USGS    11458000        80155   5       1       3       1977    1978    2       1978    4.1     1977    1.7     2.9                                     2.9                             
USGS    11458000        80155   5       1       4       1977    1978    2       1978    77      1977    0.32    39                                      39                              
USGS    11458000        80155   5       1       5       1977    1978    2       1978    19200   1977    0.07    9600                                    9600                            
USGS    11458000        80155   5       1       6       1977    1978    2       1978    2140    1977    0.03    1070                                    1070                            
USGS    11458000        80155   5       1       7       1977    1978    2       1978    224     1977    0.02    112                                     112                             
USGS    11458000        80155   5       1       8       1977    1978    2       1978    99      1977    0.01    50                                      50                              
USGS    11458000        80155   5       1       9       1977    1978    2       1978    8300    1977    0.01    4150                                    4150                            
USGS    11458000        80155   5       1       10      1977    1978    2       1978    856     1977    0.00    428                                     428                             
USGS    11458000        80155   5       1       11      1977    1978    2       1978    127     1977    0.01    64                                      64                              
USGS    11458000        80155   5       1       12      1977    1978    2       1978    150     1977    0.05    75                                      75                              
USGS    11458000        80155   5       1       13      1977    1978    2       1978    259     1977    0.02    130                                     130                             
USGS    11458000        80155   5       1       14      1977    1978    2       1978    16900   1977    0.06    8450                                    8450                            
USGS    11458000        80155   5       1       15      1977    1978    2       1978    12900   1977    0.02    6450                                    6450                            
USGS    11458000        80155   5       1       16      1977    1978    2       1978    58100   1977    0.03    29100                                   29100                           
USGS    11458000        80155   5       1       17      1977    1978    2       1978    12700   1977    0.02    6350                                    6350                            
USGS    11458000        80155   5       1       18      1977    1978    2       1978    2640    1977    0.02    1320                                    1320                            
USGS    11458000        80155   5       1       19      1977    1978    2       1978    3410    1977    0.04    1710                                    1710                            
USGS    11458000        80155   5       1       20      1977    1978    2       1978    1110    1977    0.05    555                                     555                             
USGS    11458000        80155   5       1       21      1977    1978    2       1978    548     1977    0.03    274                                     274                             
USGS    11458000        80155   5       1       22      1977    1978    2       1978    325     1977    0.01    163                                     163                             
USGS    11458000        80155   5       1       23      1977    1978    2       1978    226     1977    0.01    113                                     113                             
USGS    11458000        80155   5       1       24      1977    1978    2       1978    108     1977    0.00    54                                      54                              
USGS    11458000        80155   5       1       25      1977    1978    2       1978    62      1977    0.00    31                                      31                              
USGS    11458000        80155   5       1       26      1977    1978    2       1978    38      1977    0.00    19                                      19                              
USGS    11458000        80155   5       1       27      1977    1978    2       1978    27      1977    0.00    14                                      14                              
USGS    11458000        80155   5       1       28      1977    1978    2       1978    21      1977    0.00    10                                      10                              
USGS    11458000        80155   5       1       29      1977    1978    2       1978    28      1977    0.00    14                                      14                              
USGS    11458000        80155   5       1       30      1977    1978    2       1978    17      1977    0.00    8.5                                     8.5                             
USGS    11458000        80155   5       1       31      1977    1978    2       1978    14      1977    0.00    7.0                                     7.0                             
USGS    11458000        80155   5       2       1       1977    1978    2       1978    12      1977    0.00    6.0                                     6.0                             
USGS    11458000        80155   5       2       2       1977    1978    2       1978    29      1977    0.00    14                                      14                              
USGS    11458000        80155   5       2       3       1977    1978    2       1978    21      1977    0.00    10                                      10                              
USGS    11458000        80155   5       2       4       1977    1978    2       1978    9.5     1977    0.00    4.7                                     4.7                             
USGS    11458000        80155   5       2       5       1977    1978    2       1978    1120    1977    0.00    560                                     560                             
USGS    11458000        80155   5       2       6       1977    1978    2       1978    4400    1977    0.00    2200                                    2200                            
USGS    11458000        80155   5       2       7       1977    1978    2       1978    6610    1977    0.00    3310                                    3310                            
USGS    11458000        80155   5       2       8       1977    1978    2       1978    3600    1977    0.00    1800                                    1800                            
USGS    11458000        80155   5       2       9       1977    1978    2       1978    1210    1977    0.00    605                                     605                             
USGS    11458000        80155   5       2       10      1977    1978    2       1978    844     1977    0.00    422                                     422                             
USGS    11458000        80155   5       2       11      1977    1978    2       1978    263     1977    0.00    132                                     132                             
USGS    11458000        80155   5       2       12      1977    1978    2       1978    1260    1977    0.00    630                                     630                             
USGS    11458000        80155   5       2       13      1977    1978    2       1978    906     1977    0.00    453                                     453                             
USGS    11458000        80155   5       2       14      1977    1978    2       1978    583     1977    0.00    291                                     291                             
USGS    11458000        80155   5       2       15      1977    1978    2       1978    384     1977    0.00    192                                     192                             
USGS    11458000        80155   5       2       16      1977    1978    2       1978    186     1977    0.00    93                                      93                              
USGS    11458000        80155   5       2       17      1977    1978    2       1978    143     1977    0.00    71                                      71                              
USGS    11458000        80155   5       2       18      1977    1978    2       1978    113     1977    0.00    56                                      56                              
USGS    11458000        80155   5       2       19      1977    1978    2       1978    92      1977    0.00    46                                      46                              
USGS    11458000        80155   5       2       20      1977    1978    2       1978    78      1977    0.00    39                                      39                              
